Waste Type,Waste Generated (Tons/Day),Recycling Rate (%),Population Density (People/km²),Municipal Efficiency Score (1-10),Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Capacity (Tons),Year,Landfill_Latitude,Landfill_Longitude,City/District_Ahmedabad,City/District_Allahabad,City/District_Amritsar,City/District_Bengaluru,City/District_Bhopal,City/District_Chennai,City/District_Coimbatore,City/District_Delhi,City/District_Guwahati,City/District_Gwalior,City/District_Hyderabad,City/District_Indore,City/District_Jabalpur,City/District_Jaipur,City/District_Jodhpur,City/District_Kanpur,City/District_Kolkata,City/District_Lucknow,City/District_Ludhiana,City/District_Madurai,City/District_Meerut,City/District_Mumbai,City/District_Nagpur,City/District_Nashik,City/District_Patna,City/District_Pune,City/District_Rajkot,City/District_Ranchi,City/District_Surat,City/District_Thiruvananthapuram,City/District_Vadodara,City/District_Varanasi,City/District_Visakhapatnam,Disposal Method_Incineration,Disposal Method_Landfill,Disposal Method_Recycling,Landfill Name_Ahmedabad Landfill,Landfill Name_Allahabad Landfill,Landfill Name_Amritsar Landfill,Landfill Name_Bengaluru Landfill,Landfill Name_Bhopal Landfill,Landfill Name_Chennai Landfill,Landfill Name_Coimbatore Landfill,Landfill Name_Delhi Landfill,Landfill Name_Guwahati Landfill,Landfill Name_Gwalior Landfill,Landfill Name_Hyderabad Landfill,Landfill Name_Indore Landfill,Landfill Name_Jabalpur Landfill,Landfill Name_Jaipur Landfill,Landfill Name_Jodhpur Landfill,Landfill Name_Kanpur Landfill,Landfill Name_Kolkata Landfill,Landfill Name_Lucknow Landfill,Landfill Name_Ludhiana Landfill,Landfill Name_Madurai Landfill,Landfill Name_Meerut Landfill,Landfill Name_Mumbai Landfill,Landfill Name_Nagpur Landfill,Landfill Name_Nashik Landfill,Landfill Name_Patna Landfill,Landfill Name_Pune Landfill,Landfill Name_Rajkot Landfill,Landfill Name_Ranchi Landfill,Landfill Name_Surat Landfill,Landfill Name_Thiruvananthapuram Landfill,Landfill Name_Vadodara Landfill,Landfill Name_Varanasi Landfill,Landfill Name_Visakhapatnam Landfill
Construction,6718,69,12612,5,635,1,31477,2021,22.6059,88.4682,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hazardous,3672,33,12612,9,3888,4,31477,2021,22.6059,88.4682,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Plastic,7276,76,12612,9,1041,4,31477,2022,22.6059,88.4682,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Organic,7339,39,12612,5,1129,18,31477,2022,22.6059,88.4682,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E-Waste,3827,77,12612,9,1254,5,31477,2022,22.6059,88.4682,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Construction,9444,77,12612,5,1916,5,31477,2022,22.6059,88.4682,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hazardous,5082,55,12612,7,2865,3,31477,2022,22.6059,88.4682,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Plastic,9094,46,12612,9,4893,19,31477,2023,22.6059,88.4682,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Organic,4936,57,12612,5,550,2,31477,2023,22.6059,88.4682,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E-Waste,1725,54,12612,8,4152,3,31477,2023,22.6059,88.4682,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Construction,8689,37,12612,6,1965,17,31477,2023,22.6059,88.4682,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hazardous,2184,36,12612,8,1069,14,31477,2023,22.6059,88.4682,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Plastic,4585,76,6465,6,3294,10,45318,2019,8.9824,77.0472,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Organic,8728,33,6465,7,4367,8,45318,2019,8.9824,77.0472,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E-Waste,1527,57,6465,8,2550,16,45318,2019,8.9824,77.0472,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Construction,7646,43,6465,7,2784,6,45318,2019,8.9824,77.0472,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hazardous,5064,42,6465,6,3973,14,45318,2019,8.9824,77.0472,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Plastic,8803,59,6465,7,2822,11,45318,2020,8.9824,77.0472,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Organic,5168,58,6465,10,2637,14,45318,2020,8.9824,77.0472,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E-Waste,5159,80,6465,6,1313,2,45318,2020,8.9824,77.0472,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Construction,6671,33,6465,5,4664,0,45318,2020,8.9824,77.0472,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hazardous,4228,37,6465,8,1756,17,45318,2020,8.9824,77.0472,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
